ticket_id,description,category,priority,created_date
INC0004049,Unauthorized access attempt to user account - security breach,Security,High,2025-07-12
INC0003378,Software error in Adobe Reader: 0x80004005,Software,Low,2025-07-12
INC0004541,Cannot connect to VPN. Getting access denied error,Network,Medium,2025-07-12
INC0002121,VPN keeps failing when connecting to VPN,Network,High,2025-07-12
INC0004692,Physical issue with webcam - malfunctioning,Hardware,Low,2025-07-12
INC0001661,Network outage affecting WiFi,Network,Medium,2025-07-12
INC0002997,"Need replacement mouse, current hardware very slow",Hardware,Medium,2025-07-12
INC0004331,Network connection to VPN is malfunctioning,Network,High,2025-07-12
INC0001283,Application Adobe Reader very slow after software update,Software,Critical,2025-07-12
INC0001093,Application Chrome browser unresponsive after software update,Software,Medium,2025-07-12
INC0001143,Outlook software license very slow,Software,Medium,2025-07-12
INC0002676,Unable to access VPN. Network timeout after 300 seconds,Network,Medium,2025-07-12
INC0000433,Application Microsoft Office not working after software update,Software,Low,2025-07-12
INC0001756,Network connection to firewall is malfunctioning,Network,Medium,2025-07-12
INC0001537,Hardware device mouse showing connection refused,Hardware,Medium,2025-07-12
INC0001441,Network connection to firewall is unresponsive,Network,Medium,2025-07-12
INC0003272,printer hardware malfunction - making unusual noise,Hardware,Low,2025-07-12
INC0001810,customer DB database backup keeps failing. Error: timeout,Database,Critical,2025-07-12
INC0002965,inventory DB database backup very slow. Error: 404 - URGENT,Database,Medium,2025-07-12
INC0001657,keyboard hardware malfunction - making unusual noise,Hardware,High,2025-07-12
INC0001426,Network outage affecting proxy server,Network,Medium,2025-07-12
INC0004289,Permission denied accessing admin portal - security restriction,Security,Medium,2025-07-12
INC0000175,Database connection pool exhausted for inventory DB,Database,Critical,2025-07-12
INC0002320,Cannot connect to customer DB database server. 500,Database,Critical,2025-07-12
INC0002396,Network connection to WiFi is keeps failing,Network,Medium,2025-07-12
INC0004620,Database corruption in Oracle table,Database,Medium,2025-07-12
INC0003292,Physical issue with printer - keeps failing,Hardware,Low,2025-07-12
INC0004716,server keeps failing. Error: 500 - URGENT,Network,High,2025-07-12
INC0001304,Permission denied accessing user account - security restriction,Security,Medium,2025-07-12
INC0001493,Cannot install Zoom application. Error: null pointer,Software,Medium,2025-07-12
INC0003543,Teams software license unresponsive,Software,Low,2025-07-12
INC0000444,Permission denied accessing user account - security restriction,Security,Low,2025-07-12
INC0003219,Permission denied accessing admin portal - security restriction,Security,Low,2025-07-12
INC0004140,Database connection pool exhausted for reporting database,Database,Medium,2025-07-12
INC0002389,Permission denied accessing admin portal - security restriction,Security,Medium,2025-07-12
INC0004205,Slow database query performance on reporting database,Database,Medium,2025-07-12
INC0002226,system keeps failing. Error: null pointer,Network,High,2025-07-12
INC0000757,"Need replacement webcam, current hardware not working",Hardware,High,2025-07-12
INC0000028,Zoom software crashes when loading data,Software,Medium,2025-07-12
INC0004091,Network connection to firewall is unresponsive,Network,Low,2025-07-12
INC0000102,printer not detected by system,Hardware,Low,2025-07-12
INC0002842,Physical issue with webcam - malfunctioning,Hardware,Low,2025-07-12
INC0001881,firewall connectivity issue - connection refused,Network,Low,2025-07-12
INC0001956,Cannot connect to WiFi. Getting 0x80004005 error,Network,Critical,2025-07-12
INC0000567,Hardware device scanner showing connection refused,Hardware,Critical,2025-07-12
INC0003977,keyboard not detected by system,Hardware,Medium,2025-07-12
INC0000553,Software error in Outlook: connection refused,Software,Low,2025-07-12
INC0004184,Cannot reset password for admin portal. Authentication 404,Security,Low,2025-07-12
INC0004224,Security vulnerability detected in Active Directory,Security,High,2025-07-12
INC0001617,Physical issue with mouse - keeps failing (affecting multiple users),Hardware,Critical,2025-07-12
INC0002554,Security alert: authentication failure on security system,Security,Medium,2025-07-12
INC0004819,Account locked for user account. Security authentication failure - high priority,Security,Medium,2025-07-12
INC0001786,router connectivity issue - connection refused,Network,Low,2025-07-12
INC0004473,service unresponsive. Error: access denied,Software,Medium,2025-07-12
INC0000192,"Need replacement keyboard, current hardware not working (affecting multiple users)",Hardware,Critical,2025-07-12
INC0003542,mouse is keeps failing. Hardware failure error: 0x80004005,Hardware,High,2025-07-12
INC0001745,Database query timeout on customer DB database,Database,Low,2025-07-12
INC0004750,Slow database query performance on inventory DB,Database,Medium,2025-07-12
INC0002388,Cannot install Slack application. Error: null pointer,Software,Critical,2025-07-12
INC0004225,inventory DB database backup not working. Error: 0x80004005,Database,Medium,2025-07-12
INC0001934,Security vulnerability detected in corporate email,Security,Critical,2025-07-12
INC0003094,Permission denied accessing security system - security restriction,Security,High,2025-07-12
INC0004812,scanner is very slow. Hardware failure error: null pointer,Hardware,Low,2025-07-12
INC0004831,Network outage affecting router,Network,Medium,2025-07-12
INC0001696,Network outage affecting VPN,Network,High,2025-07-12
INC0000582,keyboard hardware malfunction - making unusual noise,Hardware,Low,2025-07-12
INC0000289,Cannot reset password for Active Directory. Authentication 500,Security,Medium,2025-07-12
INC0002270,Database query timeout on MySQL database,Database,High,2025-07-12
INC0004022,laptop hardware malfunction - making unusual noise,Hardware,Medium,2025-07-12
INC0002184,Cannot reset password for Active Directory. Authentication 0x80004005,Security,Medium,2025-07-12
INC0000759,Security alert: certificate expired on Active Directory,Security,Low,2025-07-12
INC0001986,Network connection to VPN is unresponsive,Network,Medium,2025-07-12
INC0000912,Hardware device printer showing 404,Hardware,Critical,2025-07-12
INC0003256,Unable to access DNS server. Network timeout after 30 seconds,Network,Medium,2025-07-12
INC0002429,Security alert: policy violation on security system,Security,High,2025-07-12
INC0000810,Database connection pool exhausted for reporting database,Database,Critical,2025-07-12
INC0001815,Slow database query performance on MySQL - URGENT,Database,High,2025-07-12
INC0003584,Permission denied accessing user account - security restriction,Security,Medium,2025-07-12
INC0001755,Slow database query performance on inventory DB,Database,Medium,2025-07-12
INC0001904,Security alert: breach detected on security system,Security,Critical,2025-07-12
INC0001590,Database corruption in customer DB table,Database,High,2025-07-12
INC0002265,Database corruption in Oracle table,Database,High,2025-07-12
INC0001311,Network connection to proxy server is malfunctioning,Network,Low,2025-07-12
INC0003379,Security alert: authentication failure on corporate email,Security,Low,2025-07-12
INC0003706,firewall connectivity issue - null pointer,Network,High,2025-07-12
INC0003685,Slow database query performance on reporting database,Database,Medium,2025-07-12
INC0000684,Permission denied accessing corporate email - security restriction,Security,Low,2025-07-12
INC0004422,"Need replacement keyboard, current hardware very slow",Hardware,Low,2025-07-12
INC0004455,Database query timeout on customer DB database,Database,Medium,2025-07-12
INC0002926,VPN keeps failing when connecting to WiFi,Network,Medium,2025-07-12
INC0004312,Physical issue with printer - not working (affecting multiple users),Hardware,Medium,2025-07-12
INC0000989,Cannot reset password for admin portal. Authentication null pointer,Security,Medium,2025-07-12
INC0001124,Security alert: authentication failure on admin portal,Security,Critical,2025-07-12
INC0000257,monitor hardware malfunction - making unusual noise,Hardware,Low,2025-07-12
INC0003240,Database query timeout on reporting database database,Database,Medium,2025-07-12
INC0004638,Application Microsoft Office not working after software update,Software,Low,2025-07-12
INC0003131,WiFi connectivity issue - 500 - URGENT,Network,Low,2025-07-12
INC0003673,Outlook software crashes when loading data,Software,Critical,2025-07-12
INC0002946,proxy server connectivity issue - 500,Network,Critical,2025-07-12
INC0004105,Slow database query performance on SQL Server,Database,Low,2025-07-12
INC0001106,VPN malfunctioning when connecting to proxy server,Network,High,2025-07-12
INC0001713,Teams software license very slow - high priority,Software,Low,2025-07-12
INC0002211,Cannot connect to DNS server. Getting timeout error,Network,Medium,2025-07-12
INC0004154,Security vulnerability detected in admin portal,Security,High,2025-07-12
INC0003127,webcam not detected by system,Hardware,Low,2025-07-12
INC0002348,server malfunctioning. Error: access denied. Please help,Software,Medium,2025-07-12
INC0004138,Adobe Reader software performance is unresponsive,Software,Critical,2025-07-12
INC0001948,service keeps failing. Error: 0x80004005,Software,High,2025-07-12
INC0001100,Database connection pool exhausted for inventory DB,Database,High,2025-07-12
INC0002571,Network connection to router is unresponsive,Network,Critical,2025-07-12
INC0004707,scanner not detected by system,Hardware,Critical,2025-07-12
INC0004062,printer not detected by system,Hardware,Low,2025-07-12
INC0000218,Software error in Teams: access denied,Software,Medium,2025-07-12
INC0003251,WiFi connectivity issue - 0x80004005 - high priority,Network,Low,2025-07-12
INC0001468,Teams software performance is very slow,Software,Medium,2025-07-12
INC0004231,proxy server connectivity issue - 404,Network,Critical,2025-07-12
INC0003550,SQL Server database backup unresponsive. Error: 0x80004005,Database,High,2025-07-12
INC0004548,Software error in Zoom: connection refused,Software,Low,2025-07-12
INC0000364,permission denied accessing admin portal - security restriction,Security,Medium,2025-07-12
INC0000864,Permission denied accessing Active Directory - security restriction,Security,High,2025-07-12
INC0001212,Hardware device monitor showing connection refused,Hardware,Critical,2025-07-12
INC0001938,Microsoft Office software performance is very slow,Software,Medium,2025-07-12
INC0002900,Database query timeout on Oracle database,Database,Low,2025-07-12
INC0001012,Physical issue with keyboard - unresponsive,Hardware,Low,2025-07-12
INC0003951,service unresponsive. Error: 500,Network,Low,2025-07-12
INC0001818,Software error in Adobe Reader: connection refused,Software,Low,2025-07-12
INC0002939,Unauthorized access attempt to admin portal - security breach,Security,Low,2025-07-12
INC0004528,Microsoft Office software license keeps failing,Software,Medium,2025-07-12
INC0000589,Security alert: breach detected on admin portal,Security,Medium,2025-07-12
INC0001133,Application Outlook keeps failing after software update,Software,Medium,2025-07-12
INC0004465,database query timeout on oracle database,Database,High,2025-07-12
INC0002255,Cannot connect to inventory DB database server. 404,Database,High,2025-07-12
INC0000292,keyboard is unresponsive. Hardware failure error: 500,Hardware,Medium,2025-07-12
INC0002669,Permission denied accessing corporate email - security restriction,Security,Medium,2025-07-12
INC0003856,Unable to access VPN. Network timeout after 60 seconds,Network,Low,2025-07-12
INC0002746,Unable to access proxy server. Network timeout after 60 seconds - high priority,Network,High,2025-07-12
INC0002110,customer DB database backup malfunctioning. Error: 404,Database,Critical,2025-07-12
INC0003676,VPN not working when connecting to WiFi,Network,Medium,2025-07-12
INC0001666,Network outage affecting DNS server,Network,High,2025-07-12
INC0001865,service malfunctioning. Error: connection refused,Database,Medium,2025-07-12
INC0001407,mouse hardware malfunction - making unusual noise (affecting multiple users),Hardware,Low,2025-07-12
INC0002904,Security vulnerability detected in Active Directory,Security,Low,2025-07-12
INC0001260,inventory DB database backup malfunctioning. Error: 0x80004005 - URGENT,Database,Medium,2025-07-12
INC0001370,Database corruption in inventory DB table,Database,High,2025-07-12
INC0003794,Permission denied accessing user account - security restriction,Security,Low,2025-07-12
INC0001784,Security vulnerability detected in corporate email,Security,Medium,2025-07-12
INC0004748,Software error in Adobe Reader: 404,Software,Low,2025-07-12
INC0004383,Cannot install Outlook application. Error: 404,Software,Medium,2025-07-12
INC0003253,Software error in Microsoft Office: access denied - high priority,Software,High,2025-07-12
INC0002308,Zoom software license unresponsive,Software,High,2025-07-12
INC0003623,Chrome browser software license not working,Software,Critical,2025-07-12
INC0003807,laptop hardware malfunction - making unusual noise,Hardware,Medium,2025-07-12
INC0002178,Adobe Reader software performance is not working,Software,High,2025-07-12
INC0003971,VPN connectivity issue - 500,Network,Low,2025-07-12
INC0003480,inventory DB database backup malfunctioning. Error: 404,Database,Medium,2025-07-12
INC0004595,Database connection pool exhausted for customer DB,Database,Medium,2025-07-12
INC0004002,scanner hardware malfunction - making unusual noise,Hardware,Critical,2025-07-12
INC0002964,Account locked for security system. Security breach detected,Security,High,2025-07-12
INC0002043,Teams software crashes when exporting,Software,Medium,2025-07-12
INC0002689,Security vulnerability detected in security system,Security,Low,2025-07-12
INC0002635,Database connection pool exhausted for customer DB,Database,High,2025-07-12
INC0003864,system malfunctioning. error: timeout (affecting multiple users),Security,Critical,2025-07-12
INC0004480,database corruption in mysql table - high priority,Database,Medium,2025-07-12
INC0001638,system keeps failing. Error: 0x80004005,Software,Critical,2025-07-12
INC0000123,Application Teams very slow after software update,Software,High,2025-07-12
INC0003303,Microsoft Office software performance is not working - URGENT,Software,Critical,2025-07-12
INC0001547,"Need replacement printer, current hardware very slow",Hardware,Low,2025-07-12
INC0002546,VPN not working when connecting to WiFi,Network,High,2025-07-12
INC0004311,Cannot connect to router. Getting 0x80004005 error,Network,Medium,2025-07-12
INC0002818,Zoom software performance is keeps failing,Software,Medium,2025-07-12
INC0002805,database query timeout on sql server database,Database,Medium,2025-07-12
INC0003937,printer not detected by system,Hardware,High,2025-07-12
INC0000367,Hardware device webcam showing 404,Hardware,High,2025-07-12
INC0000873,Cannot install Zoom application. Error: timeout,Software,Medium,2025-07-12
INC0001981,Unable to access router. Network timeout after 60 seconds,Network,Medium,2025-07-12
INC0003270,Database query timeout on customer DB database,Database,High,2025-07-12
INC0003391,wifi connectivity issue - 404,Network,Low,2025-07-12
INC0004223,Slack software license malfunctioning,Software,High,2025-07-12
INC0000071,proxy server connectivity issue - 500,Network,High,2025-07-12
INC0003386,Network connection to switch is unresponsive,Network,Medium,2025-07-12
INC0001377,mouse not detected by system,Hardware,Critical,2025-07-12
INC0003223,Outlook software performance is unresponsive,Software,High,2025-07-12
INC0001975,Database query timeout on Oracle database,Database,Medium,2025-07-12
INC0000311,Cannot connect to WiFi. Getting 404 error,Network,High,2025-07-12
INC0002779,Permission denied accessing Active Directory - security restriction - high priority,Security,Medium,2025-07-12
INC0003177,scanner is malfunctioning. Hardware failure error: null pointer,Hardware,Low,2025-07-12
INC0004556,Network outage affecting proxy server,Network,Medium,2025-07-12
INC0002813,Cannot install Outlook application. Error: null pointer,Software,Low,2025-07-12
INC0003108,adobe reader software license unresponsive,Software,Medium,2025-07-12
INC0003585,Database query timeout on MySQL database,Database,High,2025-07-12
INC0002578,Microsoft Office software crashes when running reports,Software,High,2025-07-12
INC0003080,Slow database query performance on customer DB (affecting multiple users),Database,Medium,2025-07-12
INC0001894,Unauthorized access attempt to security system - security breach,Security,Medium,2025-07-12
INC0000155,customer DB database backup unresponsive. Error: 0x80004005,Database,Low,2025-07-12
INC0002991,Network outage affecting proxy server,Network,High,2025-07-12
INC0002103,Zoom software crashes when saving files,Software,Medium,2025-07-12
INC0003654,server not working. Error: access denied,Security,Low,2025-07-12
INC0002384,Cannot reset password for admin portal. Authentication access denied - high priority,Security,Low,2025-07-12
INC0004778,Cannot install Slack application. Error: access denied,Software,High,2025-07-12
INC0003658,Zoom software performance is not working,Software,High,2025-07-12
INC0003110,Database connection pool exhausted for reporting database,Database,Medium,2025-07-12
INC0002558,outlook software performance is keeps failing,Software,High,2025-07-12
INC0000996,Network outage affecting router,Network,Medium,2025-07-12
INC0000162,"Need replacement monitor, current hardware not working",Hardware,High,2025-07-12
INC0001732,keyboard hardware malfunction - making unusual noise,Hardware,Low,2025-07-12
INC0003069,Cannot reset password for security system. Authentication 404,Security,Medium,2025-07-12
INC0003245,Database query timeout on Oracle database (affecting multiple users),Database,Medium,2025-07-12
INC0002420,Cannot connect to Oracle database server. null pointer,Database,Low,2025-07-12
INC0004056,VPN very slow when connecting to router,Network,Low,2025-07-12
INC0004203,Zoom software license very slow,Software,Low,2025-07-12
INC0000106,Cannot connect to proxy server. Getting null pointer error,Network,High,2025-07-12
INC0002853,Application Microsoft Office keeps failing after software update,Software,Low,2025-07-12
INC0002287,mouse is unresponsive. Hardware failure error: 500,Hardware,Low,2025-07-12
INC0002069,Account locked for corporate email. Security breach detected,Security,Medium,2025-07-12
INC0002366,Network connection to switch is malfunctioning,Network,Medium,2025-07-12
INC0004381,Unable to access router. Network timeout after 30 seconds,Network,Medium,2025-07-12
INC0001397,"Need replacement scanner, current hardware very slow",Hardware,High,2025-07-12
INC0004787,"Need replacement laptop, current hardware unresponsive",Hardware,Medium,2025-07-12
INC0000593,Outlook software license not working - high priority,Software,Low,2025-07-12
INC0002568,Cannot install Outlook application. Error: access denied,Software,Medium,2025-07-12
INC0001327,Hardware device scanner showing access denied,Hardware,Medium,2025-07-12
INC0004171,WiFi connectivity issue - null pointer,Network,Medium,2025-07-12
INC0000488,Application Slack keeps failing after software update,Software,Medium,2025-07-12
INC0002490,reporting database database backup malfunctioning. Error: connection refused (affecting multiple users),Database,High,2025-07-12
INC0004703,Outlook software performance is malfunctioning,Software,Medium,2025-07-12
INC0003188,Chrome browser software license malfunctioning,Software,High,2025-07-12
INC0002346,VPN keeps failing when connecting to firewall,Network,Low,2025-07-12
INC0000426,server malfunctioning. Error: 404 - URGENT,Network,Medium,2025-07-12
INC0003259,Unauthorized access attempt to admin portal - security breach,Security,Low,2025-07-12
INC0003561,VPN keeps failing when connecting to DNS server,Network,Medium,2025-07-12
INC0000009,Permission denied accessing security system - security restriction,Security,Medium,2025-07-12
INC0001166,VPN malfunctioning when connecting to DNS server,Network,High,2025-07-12
INC0004221,Network outage affecting router,Network,High,2025-07-12
INC0002663,Cannot install Zoom application. Error: connection refused,Software,High,2025-07-12
INC0002797,Hardware device monitor showing connection refused,Hardware,Low,2025-07-12
INC0000758,server very slow. Error: connection refused. Please help,Software,Medium,2025-07-12
INC0003734,Security alert: breach detected on admin portal,Security,Low,2025-07-12
INC0002725,service very slow. Error: null pointer. Please help,Database,Medium,2025-07-12
INC0002903,Outlook software crashes when loading data,Software,Medium,2025-07-12
INC0002442,"Need replacement printer, current hardware unresponsive",Hardware,High,2025-07-12
INC0004981,Network outage affecting proxy server,Network,High,2025-07-12
INC0001576,firewall connectivity issue - 500,Network,High,2025-07-12
INC0004616,Cannot connect to firewall. Getting 404 error,Network,Low,2025-07-12
INC0003990,Cannot connect to reporting database database server. 0x80004005,Database,Medium,2025-07-12
INC0000037,"Need replacement monitor, current hardware keeps failing",Hardware,Low,2025-07-12
INC0003420,Cannot connect to Oracle database server. 0x80004005,Database,Low,2025-07-12
INC0003774,Unauthorized access attempt to security system - security breach,Security,Low,2025-07-12
INC0001008,system unresponsive. Error: timeout. Please help,Software,Critical,2025-07-12
INC0004241,Network outage affecting proxy server,Network,Medium,2025-07-12
INC0002753,Cannot install Adobe Reader application. Error: null pointer,Software,Critical,2025-07-12
INC0000040,Database query timeout on customer DB database,Database,Medium,2025-07-12
INC0000172,Physical issue with laptop - malfunctioning,Hardware,Low,2025-07-12
INC0002448,software error in slack: 404,Software,Low,2025-07-12
INC0002790,Database connection pool exhausted for reporting database,Database,Low,2025-07-12
INC0004083,Cannot install Chrome browser application. Error: 0x80004005,Software,Critical,2025-07-12
INC0001879,unauthorized access attempt to corporate email - security breach,Security,Medium,2025-07-12
INC0001392,Hardware device laptop showing 0x80004005,Hardware,High,2025-07-12
INC0001193,system not working. Error: 0x80004005. Please help,Software,High,2025-07-12
INC0002197,printer hardware malfunction - making unusual noise,Hardware,High,2025-07-12
INC0004974,Permission denied accessing security system - security restriction - high priority,Security,Medium,2025-07-12
INC0002409,Cannot reset password for user account. Authentication null pointer,Security,Low,2025-07-12
INC0003476,proxy server connectivity issue - timeout,Network,High,2025-07-12
INC0001739,Security vulnerability detected in security system,Security,Low,2025-07-12
INC0003545,Database corruption in SQL Server table,Database,High,2025-07-12
INC0003385,Slow database query performance on reporting database,Database,Medium,2025-07-12
INC0003995,customer DB database backup unresponsive. Error: connection refused,Database,Medium,2025-07-12
INC0002438,Teams software crashes when saving files,Software,Critical,2025-07-12
INC0004889,Unauthorized access attempt to user account - security breach,Security,Medium,2025-07-12
INC0001920,Database query timeout on MySQL database,Database,High,2025-07-12
INC0001366,DNS server connectivity issue - null pointer,Network,Critical,2025-07-12
INC0001154,Cannot reset password for security system. Authentication 500,Security,High,2025-07-12
INC0000041,Cannot connect to switch. Getting access denied error,Network,Low,2025-07-12
INC0004686,Unable to access router. Network timeout after 120 seconds,Network,Low,2025-07-12
INC0000343,service malfunctioning. Error: connection refused. Please help (affecting multiple users),Software,High,2025-07-12
INC0001621,VPN unresponsive when connecting to proxy server - URGENT,Network,High,2025-07-12
INC0000442,scanner hardware malfunction - making unusual noise,Hardware,Low,2025-07-12
INC0002486,VPN very slow when connecting to VPN,Network,High,2025-07-12
INC0004507,"Need replacement laptop, current hardware keeps failing",Hardware,Critical,2025-07-12
INC0001462,monitor hardware malfunction - making unusual noise,Hardware,Low,2025-07-12
INC0004753,Microsoft Office software performance is unresponsive,Software,Critical,2025-07-12
INC0003221,switch connectivity issue - null pointer,Network,Low,2025-07-12
INC0000754,Unauthorized access attempt to security system - security breach,Security,Low,2025-07-12
INC0002846,Network connection to DNS server is keeps failing,Network,Medium,2025-07-12
INC0004662,Physical issue with keyboard - very slow,Hardware,High,2025-07-12
INC0004077,scanner hardware malfunction - making unusual noise,Hardware,Medium,2025-07-12
INC0000375,Database corruption in MySQL table,Database,Critical,2025-07-12
INC0003955,customer DB database backup very slow. Error: null pointer,Database,Low,2025-07-12
INC0001171,router connectivity issue - 0x80004005,Network,Low,2025-07-12
INC0004191,Network outage affecting switch,Network,Low,2025-07-12
INC0004935,inventory DB database backup unresponsive. Error: 404,Database,Low,2025-07-12
INC0003632,Physical issue with monitor - not working,Hardware,High,2025-07-12
INC0003989,Unauthorized access attempt to corporate email - security breach,Security,High,2025-07-12
INC0003555,server malfunctioning. Error: access denied,Database,Medium,2025-07-12
INC0002096,VPN not working when connecting to WiFi,Network,High,2025-07-12
INC0001887,Physical issue with webcam - very slow,Hardware,Low,2025-07-12
INC0003634,Unauthorized access attempt to user account - security breach,Security,Medium,2025-07-12
INC0003438,Software error in Zoom: timeout,Software,Critical,2025-07-12
INC0000797,monitor not detected by system,Hardware,Medium,2025-07-12
INC0001760,Oracle database backup not working. Error: null pointer,Database,Medium,2025-07-12
INC0003199,system malfunctioning. Error: 0x80004005,Security,Low,2025-07-12
INC0001348,system not working. Error: timeout,Software,High,2025-07-12
INC0000814,Account locked for security system. Security breach detected,Security,Medium,2025-07-12
INC0000393,Chrome browser software performance is not working,Software,Medium,2025-07-12
INC0003339,Cannot reset password for security system. Authentication access denied,Security,Medium,2025-07-12
INC0002373,Application Outlook unresponsive after software update,Software,Medium,2025-07-12
INC0001443,Cannot install Microsoft Office application. Error: access denied,Software,High,2025-07-12
INC0002469,Security alert: policy violation on Active Directory,Security,Medium,2025-07-12
INC0004491,system not working. Error: timeout,Network,Low,2025-07-12
INC0002024,Security vulnerability detected in admin portal,Security,Medium,2025-07-12
INC0001925,Database connection pool exhausted for MySQL,Database,Critical,2025-07-12
INC0002760,Slow database query performance on MySQL,Database,Medium,2025-07-12
INC0001984,Account locked for corporate email. Security policy violation,Security,Low,2025-07-12
INC0000049,Permission denied accessing corporate email - security restriction,Security,Medium,2025-07-12
INC0000350,Database corruption in customer DB table,Database,High,2025-07-12
INC0003677,service unresponsive. Error: access denied. Please help,Hardware,Medium,2025-07-12
INC0003912,webcam is very slow. Hardware failure error: timeout,Hardware,High,2025-07-12
INC0000541,Cannot connect to DNS server. Getting timeout error (affecting multiple users),Network,Low,2025-07-12
INC0003185,Database connection pool exhausted for customer DB,Database,High,2025-07-12
INC0000866,Network connection to proxy server is not working,Network,Low,2025-07-12
INC0001046,Unable to access WiFi. Network timeout after 120 seconds,Network,High,2025-07-12
INC0004125,server not working. Error: access denied,Database,Low,2025-07-12
INC0002680,Database corruption in SQL Server table,Database,Low,2025-07-12
INC0003093,Chrome browser software performance is very slow,Software,Medium,2025-07-12
INC0003150,Database connection pool exhausted for Oracle,Database,Medium,2025-07-12
INC0000055,Cannot connect to SQL Server database server. connection refused,Database,Medium,2025-07-12
INC0004646,Unable to access proxy server. Network timeout after 300 seconds,Network,Low,2025-07-12
INC0000479,Permission denied accessing admin portal - security restriction,Security,Medium,2025-07-12
INC0004746,Network outage affecting firewall,Network,Medium,2025-07-12
INC0000985,MySQL database backup malfunctioning. Error: 500,Database,Medium,2025-07-12
INC0004031,VPN keeps failing when connecting to DNS server,Network,Medium,2025-07-12
INC0001574,Permission denied accessing corporate email - security restriction,Security,Critical,2025-07-12
INC0004460,Database connection pool exhausted for customer DB,Database,Medium,2025-07-12
INC0002239,Unauthorized access attempt to corporate email - security breach,Security,Medium,2025-07-12
INC0000962,monitor not detected by system,Hardware,Medium,2025-07-12
INC0001429,Cannot reset password for Active Directory. Authentication connection refused,Security,Critical,2025-07-12
INC0001500,Cannot connect to SQL Server database server. 404 (affecting multiple users),Database,High,2025-07-12
INC0000969,Security vulnerability detected in user account,Security,Low,2025-07-12
INC0002474,Unauthorized access attempt to admin portal - security breach,Security,Medium,2025-07-12
INC0002679,Security vulnerability detected in security system,Security,Low,2025-07-12
INC0004580,Database query timeout on MySQL database,Database,Medium,2025-07-12
INC0000059,Cannot reset password for corporate email. Authentication 0x80004005,Security,Medium,2025-07-12
INC0002204,Cannot reset password for security system. Authentication 0x80004005,Security,Medium,2025-07-12
INC0000923,Chrome browser software license malfunctioning,Software,High,2025-07-12
INC0001000,Database query timeout on Oracle database,Database,High,2025-07-12
INC0000817,monitor hardware malfunction - making unusual noise,Hardware,Low,2025-07-12
INC0002618,Adobe Reader software performance is not working - high priority,Software,Medium,2025-07-12
INC0002176,Network outage affecting VPN,Network,Low,2025-07-12
INC0001554,service very slow. Error: access denied. Please help,Security,Medium,2025-07-12
INC0001529,service keeps failing. error: 404,Security,High,2025-07-12
INC0003350,customer DB database backup very slow. Error: timeout,Database,Critical,2025-07-12
INC0003467,Hardware device keyboard showing 404,Hardware,Critical,2025-07-12
INC0000576,Cannot connect to router. Getting 0x80004005 error,Network,Medium,2025-07-12
INC0000528,Software error in Outlook: 500,Software,Critical,2025-07-12
INC0002050,Database corruption in MySQL table,Database,Medium,2025-07-12
INC0004570,Oracle database backup not working. Error: connection refused,Database,Low,2025-07-12
INC0002210,Database query timeout on SQL Server database,Database,Critical,2025-07-12
INC0000017,keyboard not detected by system,Hardware,Medium,2025-07-12
INC0002402,Physical issue with webcam - malfunctioning,Hardware,Medium,2025-07-12
INC0004173,Cannot install Teams application. Error: 404,Software,Low,2025-07-12
INC0000065,Oracle database backup keeps failing. Error: access denied,Database,Medium,2025-07-12
INC0001136,Unable to access firewall. Network timeout after 30 seconds,Network,Medium,2025-07-12
INC0001379,Unauthorized access attempt to user account - security breach,Security,High,2025-07-12
INC0001858,Cannot install Teams application. Error: access denied,Software,Critical,2025-07-12
INC0000221,Unable to access proxy server. Network timeout after 300 seconds,Network,Medium,2025-07-12
INC0000062,"Need replacement printer, current hardware not working",Hardware,High,2025-07-12
INC0003875,Database corruption in MySQL table,Database,Medium,2025-07-12
INC0002863,Application Outlook malfunctioning after software update,Software,Medium,2025-07-12
INC0004011,VPN very slow when connecting to switch,Network,Critical,2025-07-12
INC0001516,switch connectivity issue - timeout - URGENT,Network,Critical,2025-07-12
INC0001445,Database connection pool exhausted for customer DB,Database,Low,2025-07-12
INC0000389,Account locked for Active Directory. Security authentication failure,Security,Low,2025-07-12
INC0004201,service keeps failing. Error: connection refused,Network,Low,2025-07-12
INC0000527,"need replacement webcam, current hardware not working - high priority",Hardware,Critical,2025-07-12
INC0004449,Permission denied accessing corporate email - security restriction,Security,Low,2025-07-12
INC0001339,unauthorized access attempt to admin portal - security breach,Security,Medium,2025-07-12
INC0004770,Slow database query performance on Oracle,Database,Medium,2025-07-12
INC0001125,Slow database query performance on SQL Server,Database,Low,2025-07-12
INC0002488,Chrome browser software crashes when exporting,Software,Medium,2025-07-12
INC0001240,Database connection pool exhausted for inventory DB,Database,Critical,2025-07-12
INC0003850,Oracle database backup malfunctioning. Error: 404,Database,Medium,2025-07-12
INC0003816,DNS server connectivity issue - 404,Network,Low,2025-07-12
INC0000697,system malfunctioning. Error: connection refused,Hardware,Medium,2025-07-12
INC0001664,Security alert: policy violation on user account,Security,Low,2025-07-12
INC0002969,Security vulnerability detected in admin portal,Security,Medium,2025-07-12
INC0002788,Outlook software crashes when saving files,Software,High,2025-07-12
INC0000491,Cannot connect to router. Getting connection refused error,Network,Low,2025-07-12
INC0003210,Database connection pool exhausted for customer DB,Database,Medium,2025-07-12
